LIR	WT_R1	WT_R2	Mut_R1	Mut_R2
osmp.Chr07:21476745--21477409,21490742--21491405	2135	2153	1859	2113
osmp.Chr07:21477421--21478907,21488250--21489735	1412	2061	1404	2586
osmp.Chr07:21480221--21481185,21490440--21491405	1638	1562	1632	1493
osmp.Chr07:21481172--21483536,21488250--21490616	955	1536	1219	1915
osmp.Chr07:21483980--21488249,21492449--21496715	1399	1116	1404	1391
osmp.Chr07:21488250--21490616,21500495--21502858	1041	1298	1727	1802
osmp.Chr07:21489457--21496563,21507931--21515035	1397	1721	1663	2386
osmp.Chr07:21490431--21494226,21496722--21500517	390	541	459	620
osmp.Chr07:21500788--21502860,21505767--21507797	893	971	873	1548
osmp.Chr07:21502857--21505172,21507931--21510246	746	823	561	1300
osmp.Chr07:21505763--21507743,21515079--21517100	1179	1262	916	1672
osmp.Chr07:21505763--21507743,21518006--21520030	1311	1652	1072	2338
osmp.Chr07:21505768--21507797,21520029--21522100	1488	1835	1187	2575
osmp.Chr07:21506935--21507797,21514173--21515035	503	662	374	1179
osmp.Chr07:21506935--21507797,21517099--21517962	928	1128	730	1613
osmp.Chr07:21515079--21517096,21528584--21530603	1724	2004	1438	2700
osmp.Chr07:21517083--21517962,21529794--21530673	1711	1975	1348	2848
osmp.Chr07:21518006--21520026,21528584--21530603	1691	1991	1346	2688
osmp.Chr07:21520013--21522100,21528585--21530673	1661	1702	1264	2234
osmp.Chr07:21522100--21526473,21528586--21532951	1553	1622	1110	2121
osmp.Chr07:21522100--21526473,21537595--21541936	2074	2456	1458	2819
osmp.Chr07:21650424--21651080,21657685--21658338	34	29	20	35
osmp.Chr07:21654255--21655794,21655833--21657292	6	6	2	0
osmp.Chr07:21707676--21708498,21718743--21719529	1456	2050	1652	2768
osmp.Chr07:21718662--21719526,21731757--21732627	1596	1586	1898	2938
osmp.Chr07:21720261--21720708,21728931--21729405	1490	1508	1830	2773
osmp.Chr07:21724071--21725470,21727229--21728634	20	28	23	56
osmp.Chr07:21727853--21728871,21737649--21738622	425	322	410	741
osmp.Chr07:21731723--21732513,21736279--21737084	339	262	342	618
osmp.Chr07:21737648--21738993,21744005--21745346	249	280	248	496
osmp.Chr07:21743638--21745424,21759316--21761142	674	926	673	1179
osmp.Chr07:21752408--21753488,21757043--21758100	91	118	104	148
osmp.Chr07:21753753--21754408,21759979--21760580	103	116	107	159
osmp.Chr07:21800579--21801353,21815558--21816354	5031	3675	2328	3488
osmp.Chr07:21801389--21802324,21813854--21814817	5027	3682	2338	3471
osmp.Chr07:21813817--21814318,21826996--21827492	7907	6946	8343	13681
osmp.Chr07:21815557--21816439,21824049--21824871	7826	6857	8286	13566
osmp.Chr07:21897620--21898249,21898876--21899485	1838	3295	3032	4888
osmp.Chr07:21905677--21906865,21916730--21917914	823	1320	1107	1945
osmp.Chr07:21911137--21911544,21917911--21918322	164	205	144	230
osmp.Chr07:21913010--21914326,21916616--21917925	130	168	129	188
osmp.Chr07:22049694--22051014,22065345--22066642	365	254	298	429
osmp.Chr07:22051005--22051447,22063430--22063870	358	241	287	414
osmp.Chr07:22052206--22054888,22057402--22060049	0	0	3	3
osmp.Chr07:22053931--22054617,22063688--22064384	358	241	287	414
osmp.Chr07:22064009--22064564,22076367--22076921	745	845	745	1289
osmp.Chr07:22115825--22116285,22129328--22129773	80	93	121	149
osmp.Chr07:22116866--22117998,22127401--22128542	78	93	119	149
osmp.Chr07:22357891--22358946,22362854--22363895	1561	2106	1781	2836
osmp.Chr07:2243330--2243757,2252217--2252644	2411	2179	2250	3664
osmp.Chr07:2244114--2245054,2251285--2252225	2341	2074	2153	3510
osmp.Chr07:22460397--22461777,22469490--22470856	6046	5996	6421	9926
osmp.Chr07:22795041--22796582,22808313--22809878	1082	1493	1715	2877
osmp.Chr07:22804968--22805410,22806162--22806588	519	707	814	1434
osmp.Chr07:22808216--22810103,22818759--22820689	3482	3572	3933	6483
osmp.Chr07:23085694--23087053,23100906--23102297	3879	3503	3168	5125
osmp.Chr07:23368324--23369129,23372130--23372945	6393	7481	5915	8568
osmp.Chr07:23628248--23628726,23628728--23629194	104	88	107	187
osmp.Chr07:23698228--23698628,23709779--23710182	11050	10951	7416	11572
osmp.Chr07:23702911--23704265,23708351--23709720	299	509	335	595
osmp.Chr07:23705897--23706355,23707806--23708266	192	322	191	338
osmp.Chr07:23756386--23757003,23770485--23771095	5631	6974	6735	10432
osmp.Chr07:23758749--23759282,23760186--23760724	1568	2938	2669	4131
osmp.Chr07:24111054--24112857,24112858--24114685	8910	8567	7003	11707
osmp.Chr07:24113633--24114185,24114186--24114738	8973	8621	7043	11816
osmp.Chr07:24564282--24565186,24565692--24566587	1714	1277	1383	1523
osmp.Chr07:24564282--24565186,24573437--24574340	1802	1413	1529	1700
osmp.Chr07:24564282--24565186,24575952--24576851	1855	1506	1631	1909
osmp.Chr07:24991047--24991646,25000745--25001356	4175	4837	3058	4774
osmp.Chr07:25043269--25043689,25044837--25045263	1099	696	684	1162
osmp.Chr07:25640462--25641047,25641321--25641866	213	210	358	555
osmp.Chr07:26813214--26813988,26823594--26824344	780	711	739	1243
osmp.Chr07:26817283--26818315,26823541--26824609	510	434	447	756
osmp.Chr07:26818620--26819498,26822668--26823546	464	403	403	690
osmp.Chr07:26840398--26840829,26853245--26853700	1189	1595	1479	2496
osmp.Chr07:26852157--26852609,26853246--26853704	0	0	2	0
osmp.Chr07:27058617--27059038,27059729--27060143	102	137	155	231
osmp.Chr07:27080145--27081143,27083499--27084502	21	58	72	108
osmp.Chr07:27433443--27434410,27446598--27447566	1102	1549	1616	2460
osmp.Chr07:27589971--27590443,27597054--27597557	509	520	499	930
osmp.Chr07:2770351--2773286,2779183--2782120	1061	1632	1199	2587
osmp.Chr07:28054861--28055625,28064585--28065334	12142	8611	7687	12885
osmp.Chr07:28059392--28060156,28064585--28065333	11733	8222	7443	12262
osmp.Chr07:28062628--28063042,28064919--28065333	2	0	2	0
osmp.Chr07:28064559--28065334,28071267--28072048	7987	7707	7536	11771
osmp.Chr07:28064585--28065341,28073468--28074231	7989	7711	7536	11775
osmp.Chr07:28634761--28635588,28648489--28649323	2493	3438	3363	5497
osmp.Chr07:28866413--28866814,28867187--28867605	209	186	172	289
osmp.Chr07:2930862--2931880,2936903--2937888	10470	9250	6996	10355
osmp.Chr07:29529365--29529773,29536760--29537166	7667	10495	9046	15149
osmp.Chr07:3106797--3107237,3107567--3108017	8	14	7	30
osmp.Chr07:3294950--3297905,3302803--3305759	1655	1992	1096	1906
osmp.Chr07:3406423--3406951,3407445--3407966	305	322	291	602
osmp.Chr07:3947534--3947997,3948416--3948879	9	14	9	29
osmp.Chr07:4063317--4064894,4070787--4072367	192	156	159	300
osmp.Chr07:437996--438470,439467--439969	486	322	320	530
osmp.Chr07:45124--45536,52512--52924	8112	10247	8834	14782
osmp.Chr07:4682704--4683198,4683199--4683599	454	281	458	856
osmp.Chr07:4882159--4883111,4892434--4893401	5098	10223	14897	24138
osmp.Chr07:4887285--4888118,4892537--4893400	4992	10110	14739	23888
osmp.Chr07:5177768--5179174,5185966--5187369	1480	2031	1504	2923
osmp.Chr07:5454053--5454467,5460879--5461278	1187	1248	1007	1878
osmp.Chr07:5454053--5454510,5460801--5461278	1187	1248	1007	1878
osmp.Chr07:5710937--5711776,5721824--5722664	683	524	444	746
osmp.Chr07:5801678--5802166,5803055--5803523	73	119	113	105
osmp.Chr07:6244048--6244467,6244502--6244922	0	2	0	4
osmp.Chr07:6248683--6250003,6250085--6251434	103	135	95	194
osmp.Chr07:6363148--6363729,6366842--6367410	997	1283	935	1745
osmp.Chr07:6363164--6364362,6365680--6366847	983	1271	924	1729
osmp.Chr07:6363520--6364212,6373817--6374521	1574	1873	1493	2742
osmp.Chr07:6365680--6366847,6368207--6369380	1030	1112	985	1779
osmp.Chr07:6366842--6367409,6368192--6368765	827	822	743	1307
osmp.Chr07:6368538--6369154,6373912--6374541	956	1013	892	1558
osmp.Chr07:640140--640539,641069--641472	5	4	0	2
osmp.Chr07:6422459--6425867,6425975--6429383	23716	16076	29119	49713
osmp.Chr07:6463077--6463545,6476945--6477413	2618	3406	2971	5084
osmp.Chr07:6463108--6463550,6463554--6463991	16	37	10	25
osmp.Chr07:7533892--7534448,7534918--7535430	116	154	127	254
osmp.Chr07:7662747--7663886,7671314--7672437	3063	3211	4123	5348
osmp.Chr07:7665814--7667528,7671021--7672719	2891	3029	3859	5083
osmp.Chr07:7808495--7808910,7819254--7819669	2032	2761	2693	4465
osmp.Chr07:7853928--7854497,7856871--7857427	1886	1869	2626	3952
osmp.Chr07:7954687--7955212,7961619--7962144	1094	857	693	1204
osmp.Chr07:7955208--7955777,7960839--7961408	103	140	95	188
osmp.Chr07:7989446--7991110,8003331--8004985	4980	5455	5133	8320
osmp.Chr07:8413135--8414801,8424757--8426393	1680	1650	1654	2518
osmp.Chr07:8415543--8416008,8423413--8423870	1039	1175	1302	2007
osmp.Chr07:8536818--8537445,8544142--8544776	1576	2131	2258	3710
osmp.Chr07:8536818--8537445,8549181--8549815	2394	2845	3454	6109
osmp.Chr07:8543507--8544146,8557009--8557660	2581	2830	3290	7450
osmp.Chr07:8548548--8549185,8557009--8557660	1895	2140	2636	5905
osmp.Chr07:8584326--8584789,8590708--8591171	903	802	750	1223
osmp.Chr07:8589745--8590530,8597251--8598049	1244	1364	1159	1858
osmp.Chr07:8589745--8590714,8591250--8592189	931	905	842	1238
osmp.Chr07:8861590--8862861,8865602--8866878	1475	1119	1695	2801
osmp.Chr07:8862856--8863326,8863902--8864375	1133	814	1413	2248
osmp.Chr07:9102370--9103907,9118249--9119797	3202	2371	2202	3210
osmp.Chr07:9251262--9251967,9256890--9257574	10237	11288	10570	16985
osmp.Chr07:9328189--9329781,9331919--9333556	2678	2272	2564	4804
osmp.Chr07:9376804--9379609,9385912--9388773	2254	2279	1796	2684
osmp.Chr07:9376848--9379600,9391050--9393862	2834	2673	2147	3255
osmp.Chr07:9617679--9618086,9632378--9632795	18149	19126	17821	28015
osmp.Chr07:9637354--9638006,9646732--9647389	1724	2200	2420	4198
osmp.Chr07:9637568--9638329,9640361--9641110	784	1270	1878	3099
osmp.Chr07:9640368--9641110,9643166--9643921	346	389	357	654
osmp.Chr07:9640368--9641110,9649946--9650663	1933	2043	1251	3226
osmp.Chr07:9640371--9641110,9654995--9655709	2649	2728	1890	4779
osmp.Chr07:9641466--9642342,9656494--9657383	2679	2580	2298	5394
osmp.Chr07:9642471--9642956,9655710--9656204	2494	2392	2154	4796
osmp.Chr07:9642952--9643608,9646732--9647389	921	838	592	942
osmp.Chr07:9646470--9647389,9649731--9650661	918	1099	602	1973
osmp.Chr07:9646471--9647389,9654780--9655709	1700	1721	1227	3300
osmp.Chr07:9647389--9649735,9655710--9657942	1738	1707	1802	4243
osmp.Chr07:9647680--9649809,9664272--9666358	3026	3119	2888	5770
osmp.Chr07:9652440--9654784,9655710--9657939	1206	1046	1302	2722
osmp.Chr07:9652728--9654858,9664272--9666358	2457	2377	2317	4243
osmp.Chr07:9681435--9684358,9691463--9694387	1715	1608	1576	2357
osmp.Chr07:9703693--9704946,9717048--9718305	3340	2744	2950	3756
osmp.Chr07:9727264--9728964,9739346--9741049	1073	1042	905	1578
osmp.Chr07:9729021--9731871,9744463--9747312	1638	1473	1146	2149
osmp.Chr07:9774792--9776272,9789392--9790882	16266	14652	12493	18189
osmp.Chr08:10031347--10031761,10033116--10033530	31	12	20	41
osmp.Chr08:10031347--10031816,10031825--10032292	10	2	4	9
osmp.Chr08:10031347--10032372,10032373--10033375	31	12	17	34
osmp.Chr08:10032361--10032865,10033116--10033620	33	22	35	47
osmp.Chr08:10039516--10040003,10040167--10040681	1474	1350	1652	2826
osmp.Chr08:10049333--10050065,10050097--10050890	103	92	77	162
osmp.Chr08:10144600--10145344,10145371--10146112	83	115	63	135
osmp.Chr08:10189009--10189457,10189458--10189914	15	7	8	13
osmp.Chr08:10240720--10241651,10241705--10242633	0	2	0	0
osmp.Chr08:10310311--10311508,10323343--10324561	1902	2937	3838	6792
osmp.Chr08:10311976--10313176,10321568--10322771	1880	2946	3822	6768
osmp.Chr08:10443838--10444340,10446608--10447109	3072	3726	3869	5652
osmp.Chr08:10455131--10455634,10458164--10458654	2665	2924	2491	4284
osmp.Chr08:10489922--10490423,10490770--10491284	175	200	296	459
osmp.Chr08:10489922--10490503,10490778--10491284	175	200	294	459
osmp.Chr08:10695436--10695859,10696614--10697055	1179	1149	1593	2667
osmp.Chr08:10704879--10705309,10705579--10706012	112	196	89	212
osmp.Chr08:10705583--10706004,10706016--10706427	104	140	83	194
osmp.Chr08:10772079--10772596,10774891--10775408	1219	1753	1894	2771
osmp.Chr08:10778972--10779406,10780013--10780473	1407	1380	1361	2177
osmp.Chr08:10840517--10840937,10841553--10841959	1007	1419	1719	2884
osmp.Chr08:10879396--10881053,10894741--10896400	1727	1669	1864	3120
osmp.Chr08:10904813--10905709,10919674--10920599	1041	1210	920	2082
osmp.Chr08:10913688--10914584,10919674--10920599	245	299	190	317
osmp.Chr08:10918569--10919591,10919608--10920637	71	80	49	82
osmp.Chr08:11213421--11216263,11216469--11219339	1658	1756	1448	2588
osmp.Chr08:11213421--11216263,11224939--11227811	2212	2330	1933	3445
osmp.Chr08:11217411--11217974,11229992--11230556	6240	7852	7225	12664
osmp.Chr08:11218255--11219392,11228050--11229166	1772	1859	1540	2694
osmp.Chr08:11225881--11226444,11229992--11230556	4821	6386	6029	10761
osmp.Chr08:11226725--11227853,11228062--11229166	143	178	208	346
osmp.Chr08:11255178--11257970,11263364--11266180	1744	1798	1883	1851
osmp.Chr08:11255178--11257970,11272149--11274976	2469	2450	2454	2882
osmp.Chr08:11259226--11260642,11263364--11264808	1616	2110	546	1402
osmp.Chr08:11259226--11260642,11272149--11273593	2187	2070	2201	2535
osmp.Chr08:11261309--11262072,11268248--11269011	1167	1330	1486	1079
osmp.Chr08:11262191--11263346,11267079--11268236	1069	1166	1419	727
osmp.Chr08:11266167--11267068,11274975--11275876	1497	1589	1823	1564
osmp.Chr08:11274975--11276897,11282289--11284226	1939	2225	1779	3666
osmp.Chr08:11280164--11282237,11292786--11294802	2369	2770	2495	4531
osmp.Chr08:11289571--11291645,11292786--11294802	1549	1768	1588	2958
osmp.Chr08:11519541--11519991,11520003--11520452	21	7	7	23
osmp.Chr08:11519552--11520456,11520636--11521494	69	48	54	118
osmp.Chr08:11689154--11689604,11689609--11690063	12	20	5	14
osmp.Chr08:11689200--11690058,11690250--11691092	16	17	5	21
osmp.Chr08:11697063--11698330,11701803--11703076	1549	1437	1193	1678
osmp.Chr08:11701803--11703076,11713040--11714307	2185	2430	1656	2487
osmp.Chr08:11722388--11723117,11725409--11726155	1115	962	635	1237
osmp.Chr08:11722388--11723117,11734412--11735158	1858	1840	1128	2159
osmp.Chr08:11732176--11732584,11745929--11746339	2543	2627	2346	3890
osmp.Chr08:11733488--11734376,11744161--11745059	2027	2076	1570	2704
osmp.Chr08:11741179--11741587,11745929--11746339	1793	1669	1621	2886
osmp.Chr08:11742491--11743379,11744161--11745059	1075	969	935	1562
osmp.Chr08:11751698--11752146,11753191--11753643	515	607	534	864
osmp.Chr08:11854200--11854838,11855085--11855706	5	0	4	4
osmp.Chr08:11898249--11899761,11899762--11901297	6	3	3	2
osmp.Chr08:11935769--11936565,11946033--11946847	8973	8521	6749	10756
osmp.Chr08:11939552--11941972,11943567--11946050	8099	7873	6138	9476
osmp.Chr08:11940873--11941972,11955373--11956494	9826	9287	7606	11097
osmp.Chr08:11981964--11983364,11997422--11998754	1841	1497	1449	2445
osmp.Chr08:11981964--11983370,11988395--11989764	1707	1343	1291	2071
osmp.Chr08:12098451--12099960,12108024--12109535	1022	1413	982	1769
osmp.Chr08:12169600--12172465,12175150--12178001	1178	1186	1382	1695
osmp.Chr08:12169600--12172465,12181698--12184564	1742	1843	1708	2460
osmp.Chr08:12339793--12343166,12343226--12346594	6650	5656	2880	4702
osmp.Chr08:12640132--12643203,12651606--12654577	3030	2953	1810	2041
osmp.Chr08:12646146--12646660,12658220--12658734	2993	2386	1961	2326
osmp.Chr08:12648387--12649049,12657561--12658223	2867	2152	1848	2277
osmp.Chr08:12648974--12651610,12665314--12667893	4844	3489	2562	3697
osmp.Chr08:12648976--12651610,12659228--12661882	3782	3048	2271	2884
osmp.Chr08:12649043--12651610,12652095--12654577	2154	1474	1398	1356
osmp.Chr08:12673857--12680895,12691639--12698676	6221	5144	4418	6879
osmp.Chr08:12702279--12703610,12712781--12714113	2261	2738	2962	6705
osmp.Chr08:12703602--12704179,12708000--12708578	730	987	1175	3940
osmp.Chr08:12704392--12707805,12708000--12711382	1053	1303	1473	4305
osmp.Chr08:12708000--12708662,12711374--12712035	767	1055	1151	3798
osmp.Chr08:12714601--12717032,12730860--12733291	2723	3169	3126	3962
osmp.Chr08:12717017--12717893,12719360--12720234	170	276	188	601
osmp.Chr08:12719257--12720234,12722483--12723465	687	329	613	450
osmp.Chr08:12719380--12720234,12729951--12730803	1016	862	914	1166
osmp.Chr08:12720458--12722596,12730926--12733065	1154	1075	1164	1334
osmp.Chr08:12727926--12730064,12730926--12733065	807	627	916	832
osmp.Chr08:12730926--12732562,12739482--12741109	1732	1821	1853	4511
osmp.Chr08:12732559--12733291,12735614--12736351	716	587	462	1459
osmp.Chr08:12733291--12733757,12742678--12743110	1792	1709	1827	4597
osmp.Chr08:12733293--12733757,12746987--12747423	2264	2157	2216	5443
osmp.Chr08:12749957--12752909,12765633--12768585	2225	2099	1433	2676
osmp.Chr08:12764260--12764699,12771724--12772163	707	801	721	1123
osmp.Chr08:12818617--12819172,12821467--12822024	330	775	237	331
osmp.Chr08:12821467--12822025,12824312--12824868	680	913	340	501
osmp.Chr08:12821467--12822025,12830048--12830604	1028	1365	582	1145
osmp.Chr08:12821467--12822025,12836063--12836619	1456	1854	927	1724
osmp.Chr08:12822026--12824317,12836619--12838915	1498	1255	959	1754
osmp.Chr08:12827750--12828865,12842295--12843397	1402	1611	1238	2223
osmp.Chr08:12827752--12830053,12836619--12838915	877	949	807	1385
osmp.Chr08:12828933--12830607,12840418--12842088	1195	1426	1011	2028
osmp.Chr08:12830624--12834258,12842932--12846522	1522	1744	1214	2410
osmp.Chr08:12833782--12836068,12836619--12838913	493	465	352	673
osmp.Chr08:12834946--12836622,12840418--12842088	742	821	620	1240
osmp.Chr08:12867946--12869477,12875937--12877449	1270	1311	1003	2089
osmp.Chr08:12952075--12954932,12964497--12967378	5259	4961	4105	7714
osmp.Chr08:12988644--12989186,12991600--12992127	1399	499	661	931
osmp.Chr08:12988644--12989186,12996668--12997195	1902	1049	1128	1653
osmp.Chr08:12989883--12992478,12998728--13001264	3372	2387	1883	3259
osmp.Chr08:12990822--12991611,12997550--12998323	1933	985	1185	2157
osmp.Chr08:12993052--12993677,13006547--13007169	4214	3166	2465	4352
osmp.Chr08:12994951--12997564,12998710--13001264	2948	1814	1520	2675
osmp.Chr08:12995890--12996679,12997550--12998323	1473	458	802	1527
osmp.Chr08:12995890--12997546,13008783--13010447	4410	3740	2570	4483
osmp.Chr08:13066804--13068029,13071880--13073122	1230	1869	1142	2356
osmp.Chr08:13068151--13069597,13070187--13071597	560	539	642	1081
osmp.Chr08:13070186--13073122,13074304--13077253	1592	2149	1521	2898
osmp.Chr08:13084875--13088752,13094200--13097983	3390	3711	2705	4462
osmp.Chr08:13088452--13089248,13097184--13097983	2783	2041	1868	3170
osmp.Chr08:13100832--13102502,13110252--13111918	2006	1758	1409	2265
osmp.Chr08:13148421--13149218,13156179--13156981	1212	1254	1199	1758
osmp.Chr08:13241284--13241715,13255827--13256256	10468	6201	5678	7114
osmp.Chr08:13255356--13255809,13255813--13256266	7	6	5	15
osmp.Chr08:13270196--13270654,13283896--13284349	370	497	411	720
osmp.Chr08:13309699--13310292,13313291--13313885	1503	1518	894	1835
osmp.Chr08:13327300--13357467,13365207--13395088	5104	5236	4733	8883
osmp.Chr08:13327300--13357773,13365210--13395088	5102	5282	4754	8793
osmp.Chr08:13336726--13337520,13342633--13343428	997	785	809	2588
osmp.Chr08:13336728--13337523,13340499--13341294	701	382	524	2047
osmp.Chr08:13355287--13363821,13368451--13376908	3057	3500	2645	5054
osmp.Chr08:13372397--13372893,13382193--13382692	2280	2448	1731	3225
osmp.Chr08:13374248--13374719,13380502--13380936	1762	1777	1294	2300
osmp.Chr08:13382695--13383477,13395089--13395881	1003	664	629	1006
osmp.Chr08:13385194--13385976,13395089--13395881	918	565	521	914
osmp.Chr08:13450790--13452025,13464946--13466153	1462	1999	1522	2759
osmp.Chr08:13484335--13486225,13487200--13489096	340	273	402	600
osmp.Chr08:13486225--13487204,13489094--13490067	218	261	274	458
osmp.Chr08:13486226--13489094,13496135--13498969	1135	1033	971	1611
osmp.Chr08:13533976--13534459,13534460--13534941	21	13	6	21
osmp.Chr08:13534448--13534960,13535526--13536038	34	40	4	31
osmp.Chr08:13534522--13534952,13535226--13535656	23	30	4	21
osmp.Chr08:13534522--13534960,13535371--13535810	27	30	4	21
osmp.Chr08:13534522--13535007,13535016--13535501	23	30	6	21
osmp.Chr08:13599311--13600051,13614076--13614828	3917	3202	3488	4475
osmp.Chr08:13605005--13608134,13622135--13625278	4884	5014	4929	6420
osmp.Chr08:13609832--13610986,13613732--13614887	1837	1249	1467	1616
osmp.Chr08:13612739--13613527,13614099--13614887	1365	519	898	670
osmp.Chr08:13614096--13614885,13615603--13616390	1577	1240	914	796
osmp.Chr08:13615600--13616391,13629130--13629925	3158	4076	3394	5350
osmp.Chr08:13629131--13629927,13638749--13639542	4487	5957	5107	8315
osmp.Chr08:13638752--13639542,13640607--13641400	688	1027	505	829
osmp.Chr08:13640607--13641402,13644498--13645292	986	1238	1022	1439
osmp.Chr08:13646042--13646661,13655504--13656127	2744	2210	1480	2506
osmp.Chr08:1390623--1393420,1399703--1402563	2446	2911	2639	3865
osmp.Chr08:13912367--13913346,13926601--13927582	2607	2142	1708	2773
osmp.Chr08:13913305--13915682,13924429--13926806	2584	2103	1653	2718
osmp.Chr08:13919099--13922214,13924428--13927582	2233	2188	1309	2010
osmp.Chr08:13919349--13921983,13932016--13934679	3652	3551	2174	3652
osmp.Chr08:13924653--13926220,13937898--13939415	3035	2773	1700	2772
osmp.Chr08:13924658--13926220,13929396--13930967	1994	1622	1106	1587
osmp.Chr08:13929648--13931208,13931781--13933331	1354	1203	859	1484
osmp.Chr08:13931781--13933330,13938151--13939651	1256	1500	841	1502
osmp.Chr08:13931781--13935019,13944630--13947797	2696	2377	2074	3086
osmp.Chr08:13954727--13955368,13962593--13963232	832	783	457	912
osmp.Chr08:13954727--13955446,13962559--13963232	833	774	472	907
osmp.Chr08:13955447--13957279,13961948--13963737	738	689	425	834
osmp.Chr08:13958161--13958789,13961935--13962563	199	172	225	350
osmp.Chr08:13980628--13983440,13986247--13989087	1062	795	672	1431
osmp.Chr08:13993098--13994748,14005607--14007191	886	689	664	1147
osmp.Chr08:1400015--1401152,1405892--1407032	615	571	624	1231
osmp.Chr08:1400015--1401152,1410937--1412077	1062	1048	948	1951
osmp.Chr08:14003573--14004737,14015042--14016204	2261	1706	1297	2346
osmp.Chr08:1401288--1401929,1404938--1405594	248	240	213	277
osmp.Chr08:1401288--1402550,1409385--1410639	948	884	779	1731
osmp.Chr08:1401859--1402550,1404250--1404947	194	190	134	189
osmp.Chr08:14029077--14030160,14044018--14045113	5764	4655	6390	10124
osmp.Chr08:14030154--14031376,14041775--14042996	5549	4525	6197	9942
osmp.Chr08:14032159--14037870,14041776--14047505	5715	4625	6367	9963
osmp.Chr08:14034551--14037873,14050864--14054186	6109	4949	6527	10467
osmp.Chr08:1404249--1405594,1418617--1419880	1596	1377	1159	2707
osmp.Chr08:1405892--1407371,1416978--1418481	1517	1360	1151	2538
osmp.Chr08:1407876--1408540,1414742--1415412	997	927	752	1942
osmp.Chr08:1409384--1410639,1418617--1419880	1201	863	837	2000
osmp.Chr08:1409385--1412363,1421620--1424599	1916	1845	1583	3541
osmp.Chr08:1410937--1412077,1417344--1418481	1017	778	720	1882
osmp.Chr08:14122863--14124145,14127055--14128334	1265	1052	1249	2137
osmp.Chr08:14124418--14125488,14125861--14126934	529	328	306	696
osmp.Chr08:14125802--14127107,14132153--14133465	1589	1510	1400	2713
osmp.Chr08:14127055--14128334,14130771--14132053	1158	1033	947	1859
osmp.Chr08:14166019--14167811,14173361--14175153	1365	1493	1389	1901
osmp.Chr08:14171121--14171672,14185277--14185853	1129	1240	1153	2198
osmp.Chr08:14171122--14171672,14177824--14178399	551	775	608	1275
osmp.Chr08:14172921--14173365,14175532--14175991	175	128	126	263
osmp.Chr08:14172921--14174871,14181477--14183442	949	915	851	1716
osmp.Chr08:14179735--14181469,14189518--14191234	1435	1437	1274	2223
osmp.Chr08:14185277--14185852,14195960--14196510	1466	1387	1594	1663
osmp.Chr08:14187711--14188284,14195959--14196510	1202	1100	1291	1400
osmp.Chr08:14191744--14193193,14196754--14198188	713	690	988	972
osmp.Chr08:14193235--14194624,14205179--14206545	6683	5430	4348	7081
osmp.Chr08:14194361--14194906,14195960--14196509	343	337	371	483
osmp.Chr08:14207713--14210627,14218436--14221350	1659	2914	1100	1969
osmp.Chr08:14230530--14231189,14239131--14239797	2261	1658	851	1746
osmp.Chr08:14235239--14238224,14241844--14244801	3126	2794	2564	4835
osmp.Chr08:14235240--14236883,14239152--14240803	2029	1624	1411	2627
osmp.Chr08:14280350--14283380,14291676--14294708	2605	2791	2507	4076
osmp.Chr08:14285415--14287430,14289647--14291646	1206	1191	1050	1888
osmp.Chr08:14333974--14335514,14342651--14344191	1631	1234	1249	1762
osmp.Chr08:14345236--14345756,14357514--14358031	2186	2539	2121	3753
osmp.Chr08:14345838--14346555,14358488--14359203	2448	2824	2342	3866
osmp.Chr08:14345839--14346966,14355987--14357122	2099	2701	2201	3666
osmp.Chr08:14346551--14347291,14354907--14355672	1904	2318	1940	3410
osmp.Chr08:14347820--14348457,14352703--14353337	1270	1459	1471	2110
osmp.Chr08:14349673--14350193,14357514--14358031	1736	2479	1854	3288
osmp.Chr08:14350275--14350992,14358488--14359203	2116	2572	1940	3329
osmp.Chr08:14350276--14351403,14355987--14357122	1756	2430	1748	3074
osmp.Chr08:1435095--1435988,1440023--1440907	804	1460	1063	1852
osmp.Chr08:14350988--14351684,14354951--14355672	1356	1858	1002	1831
osmp.Chr08:14358488--14360746,14374446--14376571	2546	2693	2355	4170
osmp.Chr08:14471492--14473758,14484564--14486861	2718	3162	2912	4127
osmp.Chr08:14485952--14487920,14492042--14494012	500	897	744	1005
osmp.Chr08:14491071--14492034,14499986--14500949	835	1130	948	1943
osmp.Chr08:14556813--14557841,14565091--14566138	475	641	391	799
osmp.Chr08:1456684--1457700,1457896--1458912	2420	2837	1369	2547
osmp.Chr08:14809491--14811615,14821063--14823184	4497	4054	4077	6369
osmp.Chr08:14811629--14812702,14825478--14826537	4456	4147	4100	6689
osmp.Chr08:14823181--14824359,14826143--14827317	1536	867	701	1791
osmp.Chr08:14823184--14824361,14837352--14838528	3604	3237	3653	5858
osmp.Chr08:14826501--14827314,14834569--14835389	2049	2139	2011	3388
osmp.Chr08:14827339--14827944,14836726--14837328	1329	1630	2039	3210
osmp.Chr08:14827339--14827944,14841629--14842231	2280	2577	3136	4501
osmp.Chr08:14834565--14835389,14837705--14838533	1088	1049	1189	1930
osmp.Chr08:14834566--14835389,14842608--14843435	1842	1656	1877	2402
osmp.Chr08:14834847--14835387,14846436--14846987	1594	1918	2191	3330
osmp.Chr08:14836722--14837709,14843433--14844418	1629	1543	1878	2529
osmp.Chr08:14841625--14842612,14843433--14844418	901	1160	1305	1848
osmp.Chr08:14843433--14844022,14845851--14846438	142	165	338	750
